"id","name","country","department","multiregional_or_nationalcd","province","district","location","other_places_involved","company_involved","type","activity","state","active_phases","time_of_dialogue","dialogue_mechanism","participation_dialogue","incident_of_violence","dialogue_after_violence","ombudsman_office","main_government","latitude","longitude","hash","createdAt","updatedAt","source"
4047,CN Camaná - TGP,Perú,Cusco,"",La Convención,Megantoni,CN Camana,"",Transportadora de Gas del Perú S.A.,Socioambiental,Hidrocarburos,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,"",No,No,Solo monitoreo,Gobierno nacional,-12.863507067455139,-72.69126886745514,cusco-la convencion-megantoni-hidrocarburos-socioambiental-cn camana - tgp,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4048,"14 CC.CC. Chumbivilcas - Minera Las Bambas",Perú,Cusco,"",Chumbivilcas,Colquemarca,"C.C. Cruz Pampa, C.C. Cancahuani, C.C. Lacca-Lacca Yanque Parcobamba, C.C. Huininquiri, C.C. Ahuichanta Huisuray, C.C. Idiopa Ñaupa Hapo Urinsaya, C.C. Tincurca Laccaya, C.C.Tuntuma, C.C. Ccollana, C.C. Huaylla Huaylla, C.C.Huascabamba, C.C. Sayhua, C.C. Ccapacmarca, C.C. Tahuay","Región Cusco, provincia de Chumbivilcas, distrito de Chamaca
 Región Cusco, provincia de Chumbivilcas, distrito de Capacmarca
 Región Cusco, provincia de Chumbivilcas, distrito de Chamaca
 Región Cusco, provincia de Chumbivilcas, distrito de Livitaca
 Región Cusco, provincia de Chumbivilcas, distrito de Velille",Minera Las Bambas,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,"",Sí,Sí,Solo monitoreo,Gobierno nacional,-14.244907232546572,-72.01470723254657,cusco-chumbivilcas-colquemarca-mineria-socioambiental-14 cc.cc. chumbivilcas - minera las bambas,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4049,"10 CC Pallpata - Antapaccay",Perú,Cusco,"",Espinar,Pallpata,"","Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro",Compañía Minera Antapaccay S.A.,Socioambiental,Minería,Activo,,Suspendido,Reuniones preparatorias para el diálogo,Colaborador,Sí,No,"Colaboración, observación activa y supervisión",Gobierno nacional,-14.944794650833044,-71.13244565083305,cusco-espinar-pallpata-mineria-socioambiental-10 cc pallpata - antapaccay,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4050,"13 CC Espinar - Antapaccay",Perú,Cusco,"",Espinar,Espinar,"","",Compañía Minera Antapaccay S.A.,Socioambiental,Minería,Activo,,En progreso,Reuniones preparatorias para el diálogo,"",Sí,Sí,Solo monitoreo,Gobierno nacional,-14.914152758724946,-71.35198975872495,cusco-espinar-espinar-mineria-socioambiental-13 cc espinar - antapaccay,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4051,Chumbivilcas - Minera Las Bambas (II),Perú,Cusco,"",Chumbivilcas,"","","",Minera Las Bambas S.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,"","Colaboración, observación activa y supervisión",Gobierno nacional,-14.448272874390048,-72.08005987439005,cusco-chumbivilcas--mineria-socioambiental-chumbivilcas - minera las bambas (ii),"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4052,Paruro - Minera Las Bambas,Perú,Cusco,"",Paruro,"","","",Minera Las Bambas S.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,"",Sí,No,"Colaboración, observación activa y supervisión",Gobierno nacional,-13.531208283907143,-71.96281908390715,cusco-paruro--mineria-socioambiental-paruro - minera las bambas,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4053,Espinar - Antapaccay (ex Glencore Xstrata),Perú,Cusco,"",Espinar,"","CC.CC. Suero, Cama y Tintaya Marquiri","",Compañía Minera Antapaccay S.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno nacional,-14.790294325973742,-71.41283482597375,cusco-espinar--mineria-socioambiental-espinar - antapaccay (ex glencore xstrata),"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4054,Comunidades de Ichuña y Yunga - Cia Minera Buenaventura,Perú,Moquegua,"",General Sánchez Cerro,Ichuña,Ichuña,"Distrito Yunga, provincia de General Sánchez Cerro, departamento de Moquegua ",Compañía de Minas Buenaventura S.A.A. ,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno nacional,-16.20258633089741,-70.50071933089741,moquegua-general sanchez cerro-ichuna-mineria-socioambiental-comunidades de ichuna y yunga - cia minera buenaventura,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4055,CC Tumilaca - Southern Perú Copper Corporation,Perú,Moquegua,"",Mariscal Nieto,Torata,"CC Tumilaca, Pocota, Coscore y Tala","",Southern Perú Copper Corporation,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,No,Solo monitoreo,Gobierno nacional,-16.97994597879818,-70.74185047879818,moquegua-mariscal nieto-torata-mineria-socioambiental-cc tumilaca - southern peru copper corporation,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4056,Tumilaca - Anglo American Quellaveco,Perú,Moquegua,"",Mariscal Nieto,Torata,"","",Anglo American Quellaveco S.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,No,"Colaboración, observación activa y supervisión",Gobierno nacional,-16.979096423855488,-70.7410009238555,moquegua-mariscal nieto-torata-mineria-socioambiental-tumilaca - anglo american quellaveco,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4057,Contaminación del río Coralaque,Perú,Moquegua,"",General Sánchez Cerro,Chojata,"","",Minera Aruntani S.A.C.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,No,"","Colaboración, observación activa y supervisión",Gobierno nacional,-16.44536392065735,-70.53663092065736,moquegua-general sanchez cerro-chojata-mineria-socioambiental-contaminacion del rio coralaque,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4058,Ilo - Petroperú,Perú,Moquegua,"",Ilo,"","","",Petroperú,Socioambiental,Hidrocarburos,Activo,,En progreso,Mesa de diálogo: negociación directa,Colaborador,No,"","Colaboración, observación activa y supervisión",Gobierno nacional,-17.668010676072328,-71.34673587607233,moquegua-ilo--hidrocarburos-socioambiental-ilo - petroperu,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4059,Mineros informales Río Grande - Arequipa,Perú,Arequipa,"",Condesuyos,Río Grande,Anexo de Ancha,"",Erick Medina E.I.R.L.,Socioambiental,Minería,Latente,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno nacional,-15.844273123441901,-73.11015412344192,arequipa-condesuyos-rio grande-mineria-socioambiental-mineros informales rio grande - arequipa,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4060,Torata - SPCC,Perú,Moquegua,"",Mariscal Nieto,Torata,"","Región Moquegua, provincia de Ilo",Southern Perú Copper Corporation,Socioambiental,Minería,Latente,,"","","",Sí,"","Colaboración, observación activa y supervisión",Gobierno nacional,-16.979777834818996,-70.741682334819,moquegua-mariscal nieto-torata-mineria-socioambiental-torata - spcc,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4061,Huancabamba - Cceuñahuran,Perú,Apurímac,"",Andahuaylas,José María Arguedas,"C.C. Huancabamba, C.C. Cceñuaran","Región de Apurímac, provincia de Andahuaylas, distrito de Andahuaylas.","",Comunal,"",Activo,,"","","",Sí,No,"Colaboración, observación activa y supervisión",Gobierno regional,-13.66340956858697,-73.37852216858697,apurimac-andahuaylas-jose maria arguedas--comunal-huancabamba - cceunahuran,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4062,"Comunidades de Huaquirca, Sabaino y Virundo",Perú,Apurímac,"",Antabamba,Huaquirca,"C.C. Huaquirca, C.C. Sabaino, C.C. Virundo","Región Apurímac, provincia de Grau, distrito de Sabaino.
 Región Apurímac, provincia de Atabamba, distrito de Virundo","",Comunal,"",Activo,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-14.36238885668314,-72.79291885668313,"apurimac-antabamba-huaquirca--comunal-comunidades de huaquirca, sabaino y virundo","2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4063,Pumamarca - Asacasi,Perú,Apurímac,"",Cotabambas,Tambobamba,"","","",Comunal,"",Activo,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-13.89850000602721,-72.21707200602722,apurimac-cotabambas-tambobamba--comunal-pumamarca - asacasi,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4064,Chaccaro - Occaccahua,Perú,Apurímac,"",Cotabambas,Tambobamba,"","","",Comunal,"",Activo,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-13.89907289546349,-72.2176448954635,apurimac-cotabambas-tambobamba--comunal-chaccaro - occaccahua,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4065,CC Anchihuay - CC Chiquintirca,Perú,Ayacucho,"",La Mar,Anco,"CC Chiquintica, CC Anchihuay","Región Ayacucho, provincia de La Mar, distrito de Anchihuay","",Comunal,"",Activo,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-13.012021596074252,-73.65974809607425,ayacucho-la mar-anco--comunal-cc anchihuay - cc chiquintirca,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4066,Santa Rosa de Huancapuquio - Pomacocha,Perú,Ayacucho,"",Vilcas Huamán,Vilcas Huamán,"","","",Comunal,"",Activo,,"","","",Sí,No,"Colaboración, observación activa y supervisión",Gobierno regional,-13.64820139807804,-73.88523839807804,ayacucho-vilcas huaman-vilcas huaman--comunal-santa rosa de huancapuquio - pomacocha,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4067,CC Viacha - CC Coya Qosqo,Perú,Cusco,"",Calca,Pisac,"","Región de Cusco, provincia de Calca, distrito de Coya","",Comunal,"",Activo,,"","","",Sí,No,Solo monitoreo,Gobierno regional,-13.387666579762081,-71.80945107976208,cusco-calca-pisac--comunal-cc viacha - cc coya qosqo,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4068,Chinchao  - Pillao,Perú,Huánuco,"",Huánuco,San Pablo de Pillao,CC Pillao,Chinchao,"",Comunal,"",Activo,,"","","",Sí,Sí,Mediaciones / Facilitaciones,Gobierno regional,-9.919399788899772,-76.23971928889976,huanuco-huanuco-san pablo de pillao--comunal-chinchao  - pillao,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
